0.011679,0.002427
0.011679,0.024405
0.011679,0.058861
0.011679,0.065451
0.011679,0.071387
0.011679,0.169027
0.011679,0.215768
0.011679,0.215929
0.011679,0.22286
0.011679,0.235129
0.011679,0.284526
0.011679,0.295414
0.011679,0.303534
0.011679,0.309028
0.011679,0.310252
0.011679,0.318499
0.011679,0.333416
0.011679,0.384478
0.011679,0.398006
0.011679,0.43288
0.011679,0.459784
0.011679,0.466718
0.011679,0.480089
0.011679,0.487676
0.011679,0.489126
0.011679,0.527775
0.011679,0.557884
0.011679,0.560523
0.011679,0.599169
0.011679,0.599989
0.011679,0.620111
0.011679,0.629354
0.011679,0.63044
0.011679,0.666191
0.011679,0.670173
0.011679,0.686612
0.011679,0.694343
0.011679,0.74889
0.011679,0.764372
0.011679,0.771844
0.011679,0.772291
0.011679,0.789866
0.011679,0.821034
0.011679,0.834116
0.011679,0.837117
0.011679,0.838541
0.011679,0.924013
0.011679,0.927652
0.011679,0.942036
0.011679,0.991184
0.015237,0.002427
0.015237,0.024405
0.015237,0.058861
0.015237,0.065451
0.015237,0.071387
0.015237,0.169027
0.015237,0.215768
0.015237,0.215929
0.015237,0.22286
0.015237,0.235129
0.015237,0.284526
0.015237,0.295414
0.015237,0.303534
0.015237,0.309028
0.015237,0.310252
0.015237,0.318499
0.015237,0.333416
0.015237,0.384478
0.015237,0.398006
0.015237,0.43288
0.015237,0.459784
0.015237,0.466718
0.015237,0.480089
0.015237,0.487676
0.015237,0.489126
0.015237,0.527775
0.015237,0.557884
0.015237,0.560523
0.015237,0.599169
0.015237,0.599989
0.015237,0.620111
0.015237,0.629354
0.015237,0.63044
0.015237,0.666191
0.015237,0.670173
0.015237,0.686612
0.015237,0.694343
0.015237,0.74889
0.015237,0.764372
0.015237,0.771844
0.015237,0.772291
0.015237,0.789866
0.015237,0.821034
0.015237,0.834116
0.015237,0.837117
0.015237,0.838541
0.015237,0.924013
0.015237,0.927652
0.015237,0.942036
0.015237,0.991184
0.029691,0.002427
0.029691,0.024405
0.029691,0.058861
0.029691,0.065451
0.029691,0.071387
0.029691,0.169027
0.029691,0.215768
0.029691,0.215929
0.029691,0.22286
0.029691,0.235129
0.029691,0.284526
0.029691,0.295414
0.029691,0.303534
0.029691,0.309028
0.029691,0.310252
0.029691,0.318499
0.029691,0.333416
0.029691,0.384478
0.029691,0.398006
0.029691,0.43288
0.029691,0.459784
0.029691,0.466718
0.029691,0.480089
0.029691,0.487676
0.029691,0.489126
0.029691,0.527775
0.029691,0.557884
0.029691,0.560523
0.029691,0.599169
0.029691,0.599989
0.029691,0.620111
0.029691,0.629354
0.029691,0.63044
0.029691,0.666191
0.029691,0.670173
0.029691,0.686612
0.029691,0.694343
0.029691,0.74889
0.029691,0.764372
0.029691,0.771844
0.029691,0.772291
0.029691,0.789866
0.029691,0.821034
0.029691,0.834116
0.029691,0.837117
0.029691,0.838541
0.029691,0.924013
0.029691,0.927652
0.029691,0.942036
0.029691,0.991184
0.032864,0.002427
0.032864,0.024405
0.032864,0.058861
0.032864,0.065451
0.032864,0.071387
0.032864,0.169027
0.032864,0.215768
0.032864,0.215929
0.032864,0.22286
0.032864,0.235129
0.032864,0.284526
0.032864,0.295414
0.032864,0.303534
0.032864,0.309028
0.032864,0.310252
0.032864,0.318499
0.032864,0.333416
0.032864,0.384478
0.032864,0.398006
0.032864,0.43288
0.032864,0.459784
0.032864,0.466718
0.032864,0.480089
0.032864,0.487676
0.032864,0.489126
0.032864,0.527775
0.032864,0.557884
0.032864,0.560523
0.032864,0.599169
0.032864,0.599989
0.032864,0.620111
0.032864,0.629354
0.032864,0.63044
0.032864,0.666191
0.032864,0.670173
0.032864,0.686612
0.032864,0.694343
0.032864,0.74889
0.032864,0.764372
0.032864,0.771844
0.032864,0.772291
0.032864,0.789866
0.032864,0.821034
0.032864,0.834116
0.032864,0.837117
0.032864,0.838541
0.032864,0.924013
0.032864,0.927652
0.032864,0.942036
0.032864,0.991184
0.042596,0.002427
0.042596,0.024405
0.042596,0.058861
0.042596,0.065451
0.042596,0.071387
0.042596,0.169027
0.042596,0.215768
0.042596,0.215929
0.042596,0.22286
0.042596,0.235129
0.042596,0.284526
0.042596,0.295414
0.042596,0.303534
0.042596,0.309028
0.042596,0.310252
0.042596,0.318499
0.042596,0.333416
0.042596,0.384478
0.042596,0.398006
0.042596,0.43288
0.042596,0.459784
0.042596,0.466718
0.042596,0.480089
0.042596,0.487676
0.042596,0.489126
0.042596,0.527775
0.042596,0.557884
0.042596,0.560523
0.042596,0.599169
0.042596,0.599989
0.042596,0.620111
0.042596,0.629354
0.042596,0.63044
0.042596,0.666191
0.042596,0.670173
0.042596,0.686612
0.042596,0.694343
0.042596,0.74889
0.042596,0.764372
0.042596,0.771844
0.042596,0.772291
0.042596,0.789866
0.042596,0.821034
0.042596,0.834116
0.042596,0.837117
0.042596,0.838541
0.042596,0.924013
0.042596,0.927652
0.042596,0.942036
0.042596,0.991184
0.076345,0.002427
0.076345,0.024405
0.076345,0.058861
0.076345,0.065451
0.076345,0.071387
0.076345,0.169027
0.076345,0.215768
0.076345,0.215929
0.076345,0.22286
0.076345,0.235129
0.076345,0.284526
0.076345,0.295414
0.076345,0.303534
0.076345,0.309028
0.076345,0.310252
0.076345,0.318499
0.076345,0.333416
0.076345,0.384478
0.076345,0.398006
0.076345,0.43288
0.076345,0.459784
0.076345,0.466718
0.076345,0.480089
0.076345,0.487676
0.076345,0.489126
0.076345,0.527775
0.076345,0.557884
0.076345,0.560523
0.076345,0.599169
0.076345,0.599989
0.076345,0.620111
0.076345,0.629354
0.076345,0.63044
0.076345,0.666191
0.076345,0.670173
0.076345,0.686612
0.076345,0.694343
0.076345,0.74889
0.076345,0.764372
0.076345,0.771844
0.076345,0.772291
0.076345,0.789866
0.076345,0.821034
0.076345,0.834116
0.076345,0.837117
0.076345,0.838541
0.076345,0.924013
0.076345,0.927652
0.076345,0.942036
0.076345,0.991184
0.119847,0.002427
0.119847,0.024405
0.119847,0.058861
0.119847,0.065451
0.119847,0.071387
0.119847,0.169027
0.119847,0.215768
0.119847,0.215929
0.119847,0.22286
0.119847,0.235129
0.119847,0.284526
0.119847,0.295414
0.119847,0.303534
0.119847,0.309028
0.119847,0.310252
0.119847,0.318499
0.119847,0.333416
0.119847,0.384478
0.119847,0.398006
0.119847,0.43288
0.119847,0.459784
0.119847,0.466718
0.119847,0.480089
0.119847,0.487676
0.119847,0.489126
0.119847,0.527775
0.119847,0.557884
0.119847,0.560523
0.119847,0.599169
0.119847,0.599989
0.119847,0.620111
0.119847,0.629354
0.119847,0.63044
0.119847,0.666191
0.119847,0.670173
0.119847,0.686612
0.119847,0.694343
0.119847,0.74889
0.119847,0.764372
0.119847,0.771844
0.119847,0.772291
0.119847,0.789866
0.119847,0.821034
0.119847,0.834116
0.119847,0.837117
0.119847,0.838541
0.119847,0.924013
0.119847,0.927652
0.119847,0.942036
0.119847,0.991184
0.163047,0.002427
0.163047,0.024405
0.163047,0.058861
0.163047,0.065451
0.163047,0.071387
0.163047,0.169027
0.163047,0.215768
0.163047,0.215929
0.163047,0.22286
0.163047,0.235129
0.163047,0.284526
0.163047,0.295414
0.163047,0.303534
0.163047,0.309028
0.163047,0.310252
0.163047,0.318499
0.163047,0.333416
0.163047,0.384478
0.163047,0.398006
0.163047,0.43288
0.163047,0.459784
0.163047,0.466718
0.163047,0.480089
0.163047,0.487676
0.163047,0.489126
0.163047,0.527775
0.163047,0.557884
0.163047,0.560523
0.163047,0.599169
0.163047,0.599989
0.163047,0.620111
0.163047,0.629354
0.163047,0.63044
0.163047,0.666191
0.163047,0.670173
0.163047,0.686612
0.163047,0.694343
0.163047,0.74889
0.163047,0.764372
0.163047,0.771844
0.163047,0.772291
0.163047,0.789866
0.163047,0.821034
0.163047,0.834116
0.163047,0.837117
0.163047,0.838541
0.163047,0.924013
0.163047,0.927652
0.163047,0.942036
0.163047,0.991184
0.164559,0.002427
0.164559,0.024405
0.164559,0.058861
0.164559,0.065451
0.164559,0.071387
0.164559,0.169027
0.164559,0.215768
0.164559,0.215929
0.164559,0.22286
0.164559,0.235129
0.164559,0.284526
0.164559,0.295414
0.164559,0.303534
0.164559,0.309028
0.164559,0.310252
0.164559,0.318499
0.164559,0.333416
0.164559,0.384478
0.164559,0.398006
0.164559,0.43288
0.164559,0.459784
0.164559,0.466718
0.164559,0.480089
0.164559,0.487676
0.164559,0.489126
0.164559,0.527775
0.164559,0.557884
0.164559,0.560523
0.164559,0.599169
0.164559,0.599989
0.164559,0.620111
0.164559,0.629354
0.164559,0.63044
0.164559,0.666191
0.164559,0.670173
0.164559,0.686612
0.164559,0.694343
0.164559,0.74889
0.164559,0.764372
0.164559,0.771844
0.164559,0.772291
0.164559,0.789866
0.164559,0.821034
0.164559,0.834116
0.164559,0.837117
0.164559,0.838541
0.164559,0.924013
0.164559,0.927652
0.164559,0.942036
0.164559,0.991184
0.189189,0.002427
0.189189,0.024405
0.189189,0.058861
0.189189,0.065451
0.189189,0.071387
0.189189,0.169027
0.189189,0.215768
0.189189,0.215929
0.189189,0.22286
0.189189,0.235129
0.189189,0.284526
0.189189,0.295414
0.189189,0.303534
0.189189,0.309028
0.189189,0.310252
0.189189,0.318499
0.189189,0.333416
0.189189,0.384478
0.189189,0.398006
0.189189,0.43288
0.189189,0.459784
0.189189,0.466718
0.189189,0.480089
0.189189,0.487676
0.189189,0.489126
0.189189,0.527775
0.189189,0.557884
0.189189,0.560523
0.189189,0.599169
0.189189,0.599989
0.189189,0.620111
0.189189,0.629354
0.189189,0.63044
0.189189,0.666191
0.189189,0.670173
0.189189,0.686612
0.189189,0.694343
0.189189,0.74889
0.189189,0.764372
0.189189,0.771844
0.189189,0.772291
0.189189,0.789866
0.189189,0.821034
0.189189,0.834116
0.189189,0.837117
0.189189,0.838541
0.189189,0.924013
0.189189,0.927652
0.189189,0.942036
0.189189,0.991184
0.204849,0.002427
0.204849,0.024405
0.204849,0.058861
0.204849,0.065451
0.204849,0.071387
